Trial Instance Cost Seed Time Start_Temp Min_Temp Cooling_Rate Status
0 instance_test_4.json 21792 11917091 3.97525 7.5 0.05 0.995 OK
0 instance_test_4.json 17529 13092715 3.95342 7.5 0.1 0.98 OK
0 instance_test_4.json 17932 83590597 3.04073 7.5 0.1 0.99 OK
0 instance_test_4.json 17674 57590842 4.46584 7.5 0.1 0.995 OK
0 instance_test_4.json 17751 18297491 5.71892 10.0 0.02 0.98 OK
0 instance_test_4.json 17553 33645379 5.20163 10.0 0.02 0.99 OK
0 instance_test_4.json 17536 72986170 5.40909 10.0 0.02 0.995 OK
0 instance_test_4.json 17587 99291674 6.24991 10.0 0.05 0.98 OK
0 instance_test_4.json 17607 82493860 3.19884 10.0 0.05 0.99 OK
0 instance_test_4.json 17816 20288647 3.96525 10.0 0.05 0.995 OK
0 instance_test_4.json 17591 22423832 4.11659 10.0 0.1 0.98 OK
0 instance_test_4.json 17587 87266534 4.11934 10.0 0.1 0.99 OK
0 instance_test_4.json 21951 94551092 4.70067 10.0 0.1 0.995 OK

Trial Instance Cost Seed Time Start_Temp Min_Temp Cooling_Rate Status
0 instance_test_1.json 22560 42578050 3.96192 5.0 0.02 0.98 OK
0 instance_test_1.json 22560 9892974 2.76513 5.0 0.02 0.99 OK
0 instance_test_1.json 24816 81116402 3.97349 5.0 0.02 0.995 OK
0 instance_test_1.json 24816 9264020 4.00732 5.0 0.05 0.98 OK
0 instance_test_1.json 24784 59725352 4.18668 5.0 0.05 0.99 OK
0 instance_test_1.json 24824 45505595 4.43604 5.0 0.05 0.995 OK
0 instance_test_1.json 24824 50210569 3.89966 5.0 0.1 0.98 OK
0 instance_test_1.json 22584 31731007 3.99266 5.0 0.1 0.99 OK
0 instance_test_1.json 24824 3299362 4.10922 5.0 0.1 0.995 OK
0 instance_test_1.json 22576 68194880 2.85603 7.5 0.02 0.98 OK
0 instance_test_1.json 22560 70222585 3.77275 7.5 0.02 0.99 OK
0 instance_test_1.json 22600 57090630 3.85105 7.5 0.02 0.995 OK
0 instance_test_1.json 22584 22627303 3.80364 7.5 0.05 0.98 OK
